99743,Healy,Alaska,AK
99744,Anderson,Alaska,AK
99755,Denali National Park,Alaska,AK
99555,Aleknagik,Alaska,AK
99569,Clarks Point,Alaska,AK
99576,Dillingham,Alaska,AK
99580,Ekwok,Alaska,AK
99628,Manokotak,Alaska,AK
99636,New Stuyahok,Alaska,AK
99678,Togiak,Alaska,AK
99701,Fairbanks,Alaska,AK
99702,Eielson Afb,Alaska,AK
99703,Fort Wainwright,Alaska,AK
99705,North Pole,Alaska,AK
99706,Fairbanks,Alaska,AK
99707,Fairbanks,Alaska,AK
99708,Fairbanks,Alaska,AK
99709,Fairbanks,Alaska,AK
99710,Fairbanks,Alaska,AK
99711,Fairbanks,Alaska,AK
99712,Fairbanks,Alaska,AK
99714,Salcha,Alaska,AK
99716,Two Rivers,Alaska,AK
99725,Ester,Alaska,AK
99775,Fairbanks,Alaska,AK
99790,Fairbanks,Alaska,AK
99827,Haines,Alaska,AK
99801,Juneau,Alaska,AK
99802,Juneau,Alaska,AK
99803,Juneau,Alaska,AK
99811,Juneau,Alaska,AK
99812,Juneau,Alaska,AK
99821,Auke Bay,Alaska,AK
99824,Douglas,Alaska,AK
99850,Juneau,Alaska,AK
99556,Anchor Point,Alaska,AK
99568,Clam Gulch,Alaska,AK
99572,Cooper Landing,Alaska,AK
99603,Homer,Alaska,AK
99605,Hope,Alaska,AK
99610,Kasilof,Alaska,AK
99611,Kenai,Alaska,AK
99631,Moose Pass,Alaska,AK
99635,Nikiski,Alaska,AK
99639,Ninilchik,Alaska,AK
99663,Seldovia,Alaska,AK
99664,Seward,Alaska,AK
99669,Soldotna,Alaska,AK
99672,Sterling,Alaska,AK
99682,Tyonek,Alaska,AK
99901,Ketchikan,Alaska,AK
99928,Ward Cove,Alaska,AK
99950,Ketchikan,Alaska,AK
99550,Port Lions,Alaska,AK
99608,Karluk,Alaska,AK
99615,Kodiak,Alaska,AK
99619,Kodiak,Alaska,AK
99624,Larsen Bay,Alaska,AK
99643,Old Harbor,Alaska,AK
99644,Ouzinkie,Alaska,AK
99697,Kodiak,Alaska,AK
99548,Chignik Lake,Alaska,AK
99549,Port Heiden,Alaska,AK
99564,Chignik,Alaska,AK
99565,Chignik Lagoon,Alaska,AK
99579,Egegik,Alaska,AK
99606,Iliamna,Alaska,AK
99625,Levelock,Alaska,AK
99640,Nondalton,Alaska,AK
99647,Pedro Bay,Alaska,AK
99648,Perryville,Alaska,AK
99649,Pilot Point,Alaska,AK
99653,Port Alsworth,Alaska,AK
99623,Wasilla,Alaska,AK
99629,Wasilla,Alaska,AK
99645,Palmer,Alaska,AK
99652,Big Lake,Alaska,AK
99654,Wasilla,Alaska,AK
99667,Skwentna,Alaska,AK
99674,Sutton,Alaska,AK
99676,Talkeetna,Alaska,AK
99683,Trapper Creek,Alaska,AK
99687,Wasilla,Alaska,AK
99688,Willow,Alaska,AK
99694,Houston,Alaska,AK
99659,Saint Michael,Alaska,AK
99671,Stebbins,Alaska,AK
99684,Unalakleet,Alaska,AK
99739,Elim,Alaska,AK
99742,Gambell,Alaska,AK
99753,Koyuk,Alaska,AK
99762,Nome,Alaska,AK
99769,Savoonga,Alaska,AK
99771,Shaktoolik,Alaska,AK
99772,Shishmaref,Alaska,AK
99778,Teller,Alaska,AK
99783,Wales,Alaska,AK
99784,White Mountain,Alaska,AK
99785,Brevig Mission,Alaska,AK
99721,Anaktuvuk Pass,Alaska,AK
99723,Barrow,Alaska,AK
99734,Prudhoe Bay,Alaska,AK
99747,Kaktovik,Alaska,AK
99759,Point Lay,Alaska,AK
99766,Point Hope,Alaska,AK
99782,Wainwright,Alaska,AK
99789,Nuiqsut,Alaska,AK
99791,Atqasuk,Alaska,AK
99727,Buckland,Alaska,AK
99736,Deering,Alaska,AK
99749,Kiana,Alaska,AK
99750,Kivalina,Alaska,AK
99751,Kobuk,Alaska,AK
99752,Kotzebue,Alaska,AK
99761,Noatak,Alaska,AK
99763,Noorvik,Alaska,AK
99770,Selawik,Alaska,AK
99773,Shungnak,Alaska,AK
99786,Ambler,Alaska,AK
99903,Meyers Chuck,Alaska,AK
99918,Coffman Cove,Alaska,AK
99919,Thorne Bay,Alaska,AK
99921,Craig,Alaska,AK
99922,Hydaburg,Alaska,AK
99923,Hyder,Alaska,AK
99925,Klawock,Alaska,AK
99926,Metlakatla,Alaska,AK
99927,Point Baker,Alaska,AK
99835,Sitka,Alaska,AK
99689,Yakutat,Alaska,AK
99820,Angoon,Alaska,AK
99825,Elfin Cove,Alaska,AK
99826,Gustavus,Alaska,AK
99829,Hoonah,Alaska,AK
99832,Pelican,Alaska,AK
99840,Skagway,Alaska,AK
99841,Tenakee Springs,Alaska,AK
99731,Fort Greely,Alaska,AK
99732,Chicken,Alaska,AK
99737,Delta Junction,Alaska,AK
99738,Eagle,Alaska,AK
99764,Northway,Alaska,AK
99776,Tanacross,Alaska,AK
99779,Tetlin,Alaska,AK
99780,Tok,Alaska,AK
99566,Chitina,Alaska,AK
99573,Copper Center,Alaska,AK
99574,Cordova,Alaska,AK
99586,Gakona,Alaska,AK
99588,Glennallen,Alaska,AK
99677,Tatitlek,Alaska,AK
99686,Valdez,Alaska,AK
99693,Whittier,Alaska,AK
99554,Alakanuk,Alaska,AK
99563,Chevak,Alaska,AK
99581,Emmonak,Alaska,AK
99585,Marshall,Alaska,AK
99604,Hooper Bay,Alaska,AK
99620,Kotlik,Alaska,AK
99632,Mountain Village,Alaska,AK
99650,Pilot Station,Alaska,AK
99657,Russian Mission,Alaska,AK
99658,Saint Marys,Alaska,AK
99662,Scammon Bay,Alaska,AK
99666,Sheldon Point,Alaska,AK
99830,Kake,Alaska,AK
99833,Petersburg,Alaska,AK
99836,Port Alexander,Alaska,AK
99929,Wrangell,Alaska,AK
99558,Anvik,Alaska,AK
99584,Flat,Alaska,AK
99590,Grayling,Alaska,AK
99602,Holy Cross,Alaska,AK
99627,Mc Grath,Alaska,AK
99665,Shageluk,Alaska,AK
99675,Takotna,Alaska,AK
99691,Nikolai,Alaska,AK
99720,Allakaket,Alaska,AK
99722,Arctic Village,Alaska,AK
99724,Beaver,Alaska,AK
99726,Bettles Field,Alaska,AK
99730,Central,Alaska,AK
99733,Circle,Alaska,AK
99740,Fort Yukon,Alaska,AK
99741,Galena,Alaska,AK
99745,Hughes,Alaska,AK
99746,Huslia,Alaska,AK
99748,Kaltag,Alaska,AK
99754,Koyukuk,Alaska,AK
99756,Manley Hot Springs,Alaska,AK
99757,Lake Minchumina,Alaska,AK
99758,Minto,Alaska,AK
99760,Nenana,Alaska,AK
99765,Nulato,Alaska,AK
99767,Rampart,Alaska,AK
99768,Ruby,Alaska,AK
99774,Stevens Village,Alaska,AK
99777,Tanana,Alaska,AK
99781,Venetie,Alaska,AK
99788,Chalkyitsik,Alaska,AK
36003,Autaugaville,Alabama,AL
36006,Billingsley,Alabama,AL
36008,Booth,Alabama,AL
36051,Marbury,Alabama,AL
36066,Prattville,Alabama,AL
36067,Prattville,Alabama,AL
36068,Prattville,Alabama,AL
36749,Jones,Alabama,AL
36507,Bay Minette,Alabama,AL
36511,Bon Secour,Alabama,AL
36526,Daphne,Alabama,AL
36527,Spanish Fort,Alabama,AL
36530,Elberta,Alabama,AL
36532,Fairhope,Alabama,AL
36533,Fairhope,Alabama,AL
36535,Foley,Alabama,AL
36536,Foley,Alabama,AL
36542,Gulf Shores,Alabama,AL
36547,Gulf Shores,Alabama,AL
36549,Lillian,Alabama,AL
36550,Little River,Alabama,AL
36551,Loxley,Alabama,AL
36555,Magnolia Springs,Alabama,AL
36559,Montrose,Alabama,AL
36561,Orange Beach,Alabama,AL
36562,Perdido,Alabama,AL
36564,Point Clear,Alabama,AL
36567,Robertsdale,Alabama,AL
36574,Seminole,Alabama,AL
36576,Silverhill,Alabama,AL
36577,Spanish Fort,Alabama,AL
36578,Stapleton,Alabama,AL
36579,Stockton,Alabama,AL
36580,Summerdale,Alabama,AL
36004,Baker Hill,Alabama,AL
36016,Clayton,Alabama,AL
36017,Clio,Alabama,AL
36027,Eufaula,Alabama,AL
36048,Louisville,Alabama,AL
36072,Eufaula,Alabama,AL
35034,Brent,Alabama,AL
35035,Brierfield,Alabama,AL
35042,Centreville,Alabama,AL
35074,Green Pond,Alabama,AL
35184,West Blocton,Alabama,AL
35188,Woodstock,Alabama,AL
36792,Randolph,Alabama,AL
36793,Lawley,Alabama,AL
35013,Allgood,Alabama,AL
35031,Blountsville,Alabama,AL
35049,Cleveland,Alabama,AL
35079,Hayden,Alabama,AL
35097,Locust Fork,Alabama,AL
35121,Oneonta,Alabama,AL
35133,Remlap,Alabama,AL
36029,Fitzpatrick,Alabama,AL
36053,Midway,Alabama,AL
36061,Perote,Alabama,AL
36089,Union Springs,Alabama,AL
36015,Chapman,Alabama,AL
36030,Forest Home,Alabama,AL
36033,Georgiana,Alabama,AL
36037,Greenville,Alabama,AL
36456,Mc Kenzie,Alabama,AL
36201,Anniston,Alabama,AL
36202,Anniston,Alabama,AL
36203,Anniston,Alabama,AL
36203,Oxford,Alabama,AL
36204,Anniston,Alabama,AL
36205,Anniston,Alabama,AL
36206,Anniston,Alabama,AL
36207,Anniston,Alabama,AL
36210,Anniston,Alabama,AL
36250,Alexandria,Alabama,AL
36253,Bynum,Alabama,AL
36254,Choccolocco,Alabama,AL
36257,De Armanville,Alabama,AL
36260,Eastaboga,Alabama,AL
36265,Jacksonville,Alabama,AL
36271,Ohatchee,Alabama,AL
36272,Piedmont,Alabama,AL
36277,Weaver,Alabama,AL
36279,Wellington,Alabama,AL
36852,Cusseta,Alabama,AL
36854,Valley,Alabama,AL
36855,Five Points,Alabama,AL
36862,Lafayette,Alabama,AL
36863,Lanett,Alabama,AL
35959,Cedar Bluff,Alabama,AL
35960,Centre,Alabama,AL
35973,Gaylesville,Alabama,AL
35983,Leesburg,Alabama,AL
36275,Spring Garden,Alabama,AL
35045,Clanton,Alabama,AL
35046,Clanton,Alabama,AL
35085,Jemison,Alabama,AL
35171,Thorsby,Alabama,AL
36091,Verbena,Alabama,AL
36750,Maplesville,Alabama,AL
36790,Stanton,Alabama,AL
36903,Butler,Alabama,AL
36904,Butler,Alabama,AL
36906,Cromwell,Alabama,AL
36908,Gilbertown,Alabama,AL
36910,Jachin,Alabama,AL
36911,Lavaca,Alabama,AL
36912,Lisman,Alabama,AL
36913,Melvin,Alabama,AL
36915,Needham,Alabama,AL
36916,Pennington,Alabama,AL
36919,Silas,Alabama,AL
36921,Toxey,Alabama,AL
36922,Ward,Alabama,AL
36436,Dickinson,Alabama,AL
36446,Fulton,Alabama,AL
36451,Grove Hill,Alabama,AL
36482,Whatley,Alabama,AL
36501,Alma,Alabama,AL
36515,Carlton,Alabama,AL
36524,Coffeeville,Alabama,AL
36540,Gainestown,Alabama,AL
36545,Jackson,Alabama,AL
36570,Salitpa,Alabama,AL
36586,Walker Springs,Alabama,AL
36727,Campbell,Alabama,AL
36762,Morvin,Alabama,AL
36784,Thomasville,Alabama,AL
35082,Hollins,Alabama,AL
36251,Ashland,Alabama,AL
36255,Cragford,Alabama,AL
36258,Delta,Alabama,AL
36266,Lineville,Alabama,AL
36267,Millerville,Alabama,AL
36261,Edwardsville,Alabama,AL
36262,Fruithurst,Alabama,AL
36264,Heflin,Alabama,AL
36269,Muscadine,Alabama,AL
36273,Ranburne,Alabama,AL
36323,Elba,Alabama,AL
36330,Enterprise,Alabama,AL
36331,Enterprise,Alabama,AL
36346,Jack,Alabama,AL
36351,New Brockton,Alabama,AL
36453,Kinston,Alabama,AL
35616,Cherokee,Alabama,AL
35646,Leighton,Alabama,AL
35660,Sheffield,Alabama,AL
35661,Muscle Shoals,Alabama,AL
35662,Muscle Shoals,Alabama,AL
35674,Tuscumbia,Alabama,AL
36401,Evergreen,Alabama,AL
36429,Brooklyn,Alabama,AL
36432,Castleberry,Alabama,AL
36454,Lenox,Alabama,AL
36473,Range,Alabama,AL
36475,Repton,Alabama,AL
35072,Goodwater,Alabama,AL
35089,Kellyton,Alabama,AL
35136,Rockford,Alabama,AL
35183,Weogufka,Alabama,AL
36026,Equality,Alabama,AL
36038,Gantt,Alabama,AL
36420,Andalusia,Alabama,AL
36442,Florala,Alabama,AL
36455,Lockhart,Alabama,AL
36467,Opp,Alabama,AL
36474,Red Level,Alabama,AL
36476,River Falls,Alabama,AL
36483,Wing,Alabama,AL
36009,Brantley,Alabama,AL
36028,Dozier,Alabama,AL
36034,Glenwood,Alabama,AL
36041,Highland Home,Alabama,AL
36042,Honoraville,Alabama,AL
36049,Luverne,Alabama,AL
36062,Petrey,Alabama,AL
36071,Rutledge,Alabama,AL
35019,Baileyton,Alabama,AL
35033,Bremen,Alabama,AL
35053,Crane Hill,Alabama,AL
35055,Cullman,Alabama,AL
35056,Cullman,Alabama,AL
35057,Cullman,Alabama,AL
35058,Cullman,Alabama,AL
35070,Garden City,Alabama,AL
35077,Hanceville,Alabama,AL
35083,Holly Pond,Alabama,AL
35087,Joppa,Alabama,AL
35098,Logan,Alabama,AL
35179,Vinemont,Alabama,AL
36311,Ariton,Alabama,AL
36317,Clopton,Alabama,AL
36322,Daleville,Alabama,AL
36350,Midland City,Alabama,AL
36352,Newton,Alabama,AL
36360,Ozark,Alabama,AL
36361,Ozark,Alabama,AL
36362,Fort Rucker,Alabama,AL
36371,Pinckard,Alabama,AL
36374,Skipperville,Alabama,AL
36701,Selma,Alabama,AL
36702,Selma,Alabama,AL
36703,Selma,Alabama,AL
36758,Plantersville,Alabama,AL
36759,Marion Junction,Alabama,AL
36761,Minter,Alabama,AL
36767,Orrville,Alabama,AL
36771,Prairie,Alabama,AL
36773,Safford,Alabama,AL
36775,Sardis,Alabama,AL
36785,Tyler,Alabama,AL
35961,Collinsville,Alabama,AL
35962,Crossville,Alabama,AL
35963,Dawson,Alabama,AL
35967,Fort Payne,Alabama,AL
35968,Fort Payne,Alabama,AL
35971,Fyffe,Alabama,AL
35974,Geraldine,Alabama,AL
35975,Groveoak,Alabama,AL
35978,Henagar,Alabama,AL
35981,Ider,Alabama,AL
35984,Mentone,Alabama,AL
35986,Rainsville,Alabama,AL
35988,Sylvania,Alabama,AL
35989,Valley Head,Alabama,AL
36020,Coosada,Alabama,AL
36022,Deatsville,Alabama,AL
36024,Eclectic,Alabama,AL
36025,Elmore,Alabama,AL
36045,Kent,Alabama,AL
36054,Millbrook,Alabama,AL
36078,Tallassee,Alabama,AL
36080,Titus,Alabama,AL
36092,Wetumpka,Alabama,AL
36093,Wetumpka,Alabama,AL
36426,Brewton,Alabama,AL
36427,Brewton,Alabama,AL
36441,Flomaton,Alabama,AL
36502,Atmore,Alabama,AL
36503,Atmore,Alabama,AL
36504,Atmore,Alabama,AL
36543,Huxford,Alabama,AL
35901,Gadsden,Alabama,AL
35902,Gadsden,Alabama,AL
35903,Gadsden,Alabama,AL
35904,Gadsden,Alabama,AL
35905,Gadsden,Alabama,AL
35906,Rainbow City,Alabama,AL
35907,Gadsden,Alabama,AL
35952,Altoona,Alabama,AL
35954,Attalla,Alabama,AL
35972,Gallant,Alabama,AL
35990,Walnut Grove,Alabama,AL
35999,Gadsden,Alabama,AL
35542,Bankston,Alabama,AL
35545,Belk,Alabama,AL
35546,Berry,Alabama,AL
35555,Fayette,Alabama,AL
35559,Glen Allen,Alabama,AL
35571,Hodges,Alabama,AL
35581,Phil Campbell,Alabama,AL
35582,Red Bay,Alabama,AL
35585,Spruce Pine,Alabama,AL
35593,Vina,Alabama,AL
35653,Russellville,Alabama,AL
35654,Russellville,Alabama,AL
36136,Montgomery,Alabama,AL
36313,Bellwood,Alabama,AL
36314,Black,Alabama,AL
36316,Chancellor,Alabama,AL
36318,Coffee Springs,Alabama,AL
36340,Geneva,Alabama,AL
36344,Hartford,Alabama,AL
36349,Malvern,Alabama,AL
36375,Slocomb,Alabama,AL
36477,Samson,Alabama,AL
35443,Boligee,Alabama,AL
35448,Clinton,Alabama,AL
35462,Eutaw,Alabama,AL
35469,Knoxville,Alabama,AL
35491,West Greene,Alabama,AL
36740,Forkland,Alabama,AL
35441,Akron,Alabama,AL
35474,Moundville,Alabama,AL
36742,Gallion,Alabama,AL
36744,Greensboro,Alabama,AL
36765,Newbern,Alabama,AL
36776,Sawyerville,Alabama,AL
36310,Abbeville,Alabama,AL
36345,Headland,Alabama,AL
36353,Newville,Alabama,AL
36373,Shorterville,Alabama,AL
36301,Dothan,Alabama,AL
36302,Dothan,Alabama,AL
36303,Dothan,Alabama,AL
36304,Dothan,Alabama,AL
36305,Dothan,Alabama,AL
36312,Ashford,Alabama,AL
36319,Columbia,Alabama,AL
36320,Cottonwood,Alabama,AL
36321,Cowarts,Alabama,AL
36343,Gordon,Alabama,AL
36370,Pansey,Alabama,AL
36376,Webb,Alabama,AL
35740,Bridgeport,Alabama,AL
35744,Dutton,Alabama,AL
35745,Estillfork,Alabama,AL
35746,Fackler,Alabama,AL
35751,Hollytree,Alabama,AL
35752,Hollywood,Alabama,AL
35755,Langston,Alabama,AL
35764,Paint Rock,Alabama,AL
35765,Pisgah,Alabama,AL
35766,Princeton,Alabama,AL
35768,Scottsboro,Alabama,AL
35769,Scottsboro,Alabama,AL
35771,Section,Alabama,AL
35772,Stevenson,Alabama,AL
35774,Trenton,Alabama,AL
35776,Woodville,Alabama,AL
35958,Bryant,Alabama,AL
35966,Flat Rock,Alabama,AL
35979,Higdon,Alabama,AL
35005,Adamsville,Alabama,AL
35006,Adger,Alabama,AL
35015,Alton,Alabama,AL
35020,Bessemer,Alabama,AL
35021,Bessemer,Alabama,AL
35022,Bessemer,Alabama,AL
35023,Bessemer,Alabama,AL
35036,Brookside,Alabama,AL
35041,Cardiff,Alabama,AL
35048,Clay,Alabama,AL
35060,Docena,Alabama,AL
35061,Dolomite,Alabama,AL
35064,Fairfield,Alabama,AL
35068,Fultondale,Alabama,AL
35071,Gardendale,Alabama,AL
35073,Graysville,Alabama,AL
35091,Kimberly,Alabama,AL
35094,Leeds,Alabama,AL
35111,Mc Calla,Alabama,AL
35116,Morris,Alabama,AL
35117,Mount Olive,Alabama,AL
35118,Mulga,Alabama,AL
35119,New Castle,Alabama,AL
35123,Palmerdale,Alabama,AL
35126,Pinson,Alabama,AL
35127,Pleasant Grove,Alabama,AL
35139,Sayre,Alabama,AL
35142,Shannon,Alabama,AL
35172,Trafford,Alabama,AL
35173,Trussville,Alabama,AL
35180,Warrior,Alabama,AL
35181,Watson,Alabama,AL
35201,Birmingham,Alabama,AL
35202,Birmingham,Alabama,AL
35203,Birmingham,Alabama,AL
35204,Birmingham,Alabama,AL
35205,Birmingham,Alabama,AL
35206,Birmingham,Alabama,AL
35207,Birmingham,Alabama,AL
35208,Birmingham,Alabama,AL
35209,Birmingham,Alabama,AL
35210,Birmingham,Alabama,AL
35211,Birmingham,Alabama,AL
35212,Birmingham,Alabama,AL
35213,Birmingham,Alabama,AL
35214,Birmingham,Alabama,AL
35215,Birmingham,Alabama,AL
35216,Birmingham,Alabama,AL
35217,Birmingham,Alabama,AL
35218,Birmingham,Alabama,AL
35219,Birmingham,Alabama,AL
35220,Birmingham,Alabama,AL
35221,Birmingham,Alabama,AL
35222,Birmingham,Alabama,AL
35223,Birmingham,Alabama,AL
35224,Birmingham,Alabama,AL
35225,Birmingham,Alabama,AL
35226,Birmingham,Alabama,AL
35228,Birmingham,Alabama,AL
35229,Birmingham,Alabama,AL
35230,Birmingham,Alabama,AL
35231,Birmingham,Alabama,AL
35232,Birmingham,Alabama,AL
35233,Birmingham,Alabama,AL
35234,Birmingham,Alabama,AL
35235,Birmingham,Alabama,AL
35236,Birmingham,Alabama,AL
35237,Birmingham,Alabama,AL
35238,Birmingham,Alabama,AL
35240,Birmingham,Alabama,AL
35243,Birmingham,Alabama,AL
35244,Birmingham,Alabama,AL
35245,Birmingham,Alabama,AL
35246,Birmingham,Alabama,AL
35249,Birmingham,Alabama,AL
35253,Birmingham,Alabama,AL
35254,Birmingham,Alabama,AL
35255,Birmingham,Alabama,AL
35259,Birmingham,Alabama,AL
35260,Birmingham,Alabama,AL
35261,Birmingham,Alabama,AL
35263,Birmingham,Alabama,AL
35266,Birmingham,Alabama,AL
35275,Birmingham,Alabama,AL
35277,Birmingham,Alabama,AL
35278,Birmingham,Alabama,AL
35279,Birmingham,Alabama,AL
35280,Birmingham,Alabama,AL
35281,Birmingham,Alabama,AL
35282,Birmingham,Alabama,AL
35283,Birmingham,Alabama,AL
35285,Birmingham,Alabama,AL
35286,Birmingham,Alabama,AL
35287,Birmingham,Alabama,AL
35288,Birmingham,Alabama,AL
35289,Birmingham,Alabama,AL
35290,Birmingham,Alabama,AL
35291,Birmingham,Alabama,AL
35292,Birmingham,Alabama,AL
35293,Birmingham,Alabama,AL
35294,Birmingham,Alabama,AL
35295,Birmingham,Alabama,AL
35296,Birmingham,Alabama,AL
35297,Birmingham,Alabama,AL
35298,Birmingham,Alabama,AL
35299,Birmingham,Alabama,AL
35544,Beaverton,Alabama,AL
35552,Detroit,Alabama,AL
35574,Kennedy,Alabama,AL
35576,Millport,Alabama,AL
35586,Sulligent,Alabama,AL
35592,Vernon,Alabama,AL
35610,Anderson,Alabama,AL
35617,Cloverdale,Alabama,AL
35630,Florence,Alabama,AL
35631,Florence,Alabama,AL
35632,Florence,Alabama,AL
35633,Florence,Alabama,AL
35634,Florence,Alabama,AL
35645,Killen,Alabama,AL
35648,Lexington,Alabama,AL
35652,Rogersville,Alabama,AL
35677,Waterloo,Alabama,AL
35618,Courtland,Alabama,AL
35643,Hillsboro,Alabama,AL
35650,Moulton,Alabama,AL
35651,Mount Hope,Alabama,AL
35672,Town Creek,Alabama,AL
36801,Opelika,Alabama,AL
36802,Opelika,Alabama,AL
36803,Opelika,Alabama,AL
36804,Opelika,Alabama,AL
36830,Auburn,Alabama,AL
36831,Auburn,Alabama,AL
36832,Auburn,Alabama,AL
36849,Auburn University,Alabama,AL
36865,Loachapoka,Alabama,AL
36872,Valley,Alabama,AL
36874,Salem,Alabama,AL
36877,Smiths,Alabama,AL
36879,Waverly,Alabama,AL
35611,Athens,Alabama,AL
35612,Athens,Alabama,AL
35613,Athens,Alabama,AL
35614,Athens,Alabama,AL
35615,Belle Mina,Alabama,AL
35620,Elkmont,Alabama,AL
35647,Lester,Alabama,AL
35649,Mooresville,Alabama,AL
35671,Tanner,Alabama,AL
35739,Ardmore,Alabama,AL
35742,Capshaw,Alabama,AL
36032,Fort Deposit,Alabama,AL
36040,Hayneville,Alabama,AL
36047,Letohatchee,Alabama,AL
36419,Allen,Alabama,AL
36752,Lowndesboro,Alabama,AL
36031,Fort Davis,Alabama,AL
36039,Hardaway,Alabama,AL
36075,Shorter,Alabama,AL
36083,Tuskegee,Alabama,AL
36087,Tuskegee Institute,Alabama,AL
36088,Tuskegee Institute,Alabama,AL
36866,Notasulga,Alabama,AL
35741,Brownsboro,Alabama,AL
35748,Gurley,Alabama,AL
35749,Harvest,Alabama,AL
35750,Hazel Green,Alabama,AL
35756,Madison,Alabama,AL
35757,Madison,Alabama,AL
35758,Madison,Alabama,AL
35759,Meridianville,Alabama,AL
35760,New Hope,Alabama,AL
35761,New Market,Alabama,AL
35762,Normal,Alabama,AL
35763,Owens Cross Roads,Alabama,AL
35767,Ryland,Alabama,AL
35773,Toney,Alabama,AL
35801,Huntsville,Alabama,AL
35802,Huntsville,Alabama,AL
35803,Huntsville,Alabama,AL
35804,Huntsville,Alabama,AL
35805,Huntsville,Alabama,AL
35806,Huntsville,Alabama,AL
35807,Huntsville,Alabama,AL
35808,Huntsville,Alabama,AL
35809,Huntsville,Alabama,AL
35810,Huntsville,Alabama,AL
35811,Huntsville,Alabama,AL
35812,Huntsville,Alabama,AL
35813,Huntsville,Alabama,AL
35814,Huntsville,Alabama,AL
35815,Huntsville,Alabama,AL
35816,Huntsville,Alabama,AL
35824,Huntsville,Alabama,AL
35893,Huntsville,Alabama,AL
35894,Huntsville,Alabama,AL
35895,Huntsville,Alabama,AL
35896,Huntsville,Alabama,AL
35897,Huntsville,Alabama,AL
35898,Huntsville,Alabama,AL
35899,Huntsville,Alabama,AL
36731,Dayton,Alabama,AL
36732,Demopolis,Alabama,AL
36736,Dixons Mills,Alabama,AL
36738,Faunsdale,Alabama,AL
36745,Jefferson,Alabama,AL
36748,Linden,Alabama,AL
36754,Magnolia,Alabama,AL
36763,Myrtlewood,Alabama,AL
36764,Nanafalia,Alabama,AL
36782,Sweet Water,Alabama,AL
36783,Thomaston,Alabama,AL
35543,Bear Creek,Alabama,AL
35548,Brilliant,Alabama,AL
35563,Guin,Alabama,AL
35564,Hackleburg,Alabama,AL
35570,Hamilton,Alabama,AL
35594,Winfield,Alabama,AL
35016,Arab,Alabama,AL
35175,Union Grove,Alabama,AL
35747,Grant,Alabama,AL
35950,Albertville,Alabama,AL
35951,Albertville,Alabama,AL
35956,Boaz,Alabama,AL
35957,Boaz,Alabama,AL
35964,Douglas,Alabama,AL
35976,Guntersville,Alabama,AL
35980,Horton,Alabama,AL
36421,Andalusia,Alabama,AL
36505,Axis,Alabama,AL
36509,Bayou La Batre,Alabama,AL
36512,Bucks,Alabama,AL
36521,Chunchula,Alabama,AL
36522,Citronelle,Alabama,AL
36523,Coden,Alabama,AL
36525,Creola,Alabama,AL
36528,Dauphin Island,Alabama,AL
36541,Grand Bay,Alabama,AL
